aa		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ab		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.11111		0.00000		0.00000		0.88889		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ac		0.00000		0.00000		0.66667		0.00000		0.33333		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ad		0.00000		0.00000		0.00000		0.18182		0.18182		0.00000		0.00000		0.00000		0.18182		0.00000		0.00000		0.00000		0.09091		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.18182		0.00000		0.00000		0.09091		0.00000		0.09091		
ae		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
af		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		1.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ag		0.00000		0.00000		0.00000		0.00000		0.83333		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.16667		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ah		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ai		0.00000		0.00000		0.00000		0.40000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.40000		0.00000		0.00000		0.00000		0.20000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
aj		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ak		0.00000		0.00000		0.00000		0.00000		1.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
al		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.05556		0.00000		0.00000		0.50000		0.05556		0.00000		0.05556		0.00000		0.00000		0.00000		0.00000		0.11111		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.22222		
am		0.00000		0.00000		0.00000		0.00000		0.14286		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.14286		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.71429		
an		0.00000		0.00000		0.09375		0.28125		0.00000		0.00000		0.03125		0.00000		0.06250		0.00000		0.00000		0.00000		0.03125		0.00000		0.09375		0.00000		0.00000		0.00000		0.00000		0.09375		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.31250		
ao		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ap		0.50000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.50000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
aq		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ar		0.00000		0.00000		0.00000		0.08333		0.12500		0.00000		0.00000		0.00000		0.04167		0.00000		0.00000		0.00000		0.08333		0.16667		0.00000		0.00000		0.00000		0.08333		0.00000		0.16667		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.25000		
as		0.09524		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.09524		0.00000		0.04762		0.00000		0.00000		0.00000		0.14286		0.00000		0.00000		0.00000		0.04762		0.14286		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.42857		
at		0.00000		0.00000		0.00000		0.00000		0.28125		0.00000		0.00000		0.12500		0.21875		0.00000		0.00000		0.03125		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.03125		0.09375		0.00000		0.00000		0.00000		0.00000		0.00000		0.21875		
au		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.33333		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.33333		0.33333		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
av		0.00000		0.00000		0.00000		0.00000		0.80000		0.00000		0.00000		0.00000		0.20000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
aw		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		1.00000		
ax		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ay		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.14286		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.85714		
az		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
a_		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
ba		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		1.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
bb		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
bc		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
bd		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
be		0.00000		0.00000		0.00000		0.25000		0.12500		0.12500		0.00000		0.12500		0.00000		0.00000		0.00000		0.12500		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.12500		0.00000		0.12500		
bf		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
bg		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
bh		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
bi		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		1.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		0.00000		
